미디어타입,제목,장소명,장소타입,장소설명,주소,위도,경도,주소_지역명
show,1박2일 시즌1,옛날초당순두부,restaurant,글로벌특집 2탄을 촬영한 순두부 맛집,강원도 강릉시 경포동 운정길 141,37.786707,128.892774,강원
show,1박2일 시즌1,단천식당,restaurant,1박2일 멤버들이 방문한 순대 맛집,강원도 속초시 아바이마을길 17,38.202626,128.593672,강원
show,1박2일 시즌1,별마로천문대,playground,올빼미 여행 특집을 촬영한 천문대,강원도 영월군 영월읍 천문대길 397,37.198816,128.486792,강원
show,1박2일 시즌1,장금성,restaurant,성탄특집을 촬영한 짬뽕 맛집,강원도 원주시 판부면 치악로 1000,37.274739,128.014985,강원
show,1박2일 시즌1,숲속의빈터 방동막국수,restaurant,1박2일 멤버들이 방문한 막국수 맛집,강원도 인제군 기린면 조침령로 496,37.952463,128.358508,강원
show,1박2일 시즌1,정선레일바이크,playground,전국일주 특집을 촬영한 장소,강원도 정선군 여량면 노추산로 745,37.51688,128.727662,강원
show,1박2일 시즌1,덕산기계곡,playground,정선을 가다 편을 촬영한 계곡,강원도 정선군 정선읍 덕산기길 110,37.373367,128.711835,강원
show,1박2일 시즌1,가리산자연휴양림,playground,배달레이스를 촬영한 휴양림,강원도 홍천군 두촌면 가리산길 426,37.866729,127.982506,강원
show,1박2일 시즌1,신륵사 국민관광지,playground,1박 2일 은지원이 108배 한 여주 신륵사,경기도 여주군 여주읍 신륵사길 73,37.29756,127.66147,경기
show,1박2일 시즌1,헤이리 예술마을,playground,1박2일 윷놀이 미션을 한 파주 헤이리 예술마을,경기도 파주시 탄현면 헤이리마을길 70-21,37.788146,126.698883,경기
show,1박2일 시즌1,구조라 해수욕장,playground,1박2일에서 방문한 거제 8경 구조라해수욕장,경상남도 거제시 일운면 거제대로 2056,34.808882,128.690551,경상
show,1박2일 시즌1,현대찜닭,restaurant,경북 안동 특집 중 방문한 찜닭 맛집,경상북도 안동시 번영1길 47,36.56541,128.727802,경상
show,1박2일 시즌1,박달식당,restaurant,1박2일 멤버들이 방문한 순대국밥집,경상북도 예천군 용궁면 읍부리 397-10,36.607731,128.273585,경상
show,1박2일 시즌1,낙영찜갈비 본점,restaurant,강호동과 양준혁이 방문한 찜갈비 맛집,대구광역시 중구 동덕로36길 9-17,35.8712706,128.6049424,대구
show,1박2일 시즌1,부산사직종합운동장사직야구장,playground,1박2일 은지원과 이승기가 방문한 사직야구장,부산광역시 동래구 사직로 45,35.193917,129.061529,부산
show,1박2일 시즌1,부산 자갈치 시장,playground,얼음 배달을 하며 일손을 도운 자갈치 시장,부산광역시 중구 자갈치해안로 52,35.096659,129.030502,부산
show,1박2일 시즌1,해운대 해수욕장,playground,부산 특집을 촬영한 해수욕장,부산광역시 해운대구 우동,35.158647,129.160365,부산
show,1박2일 시즌1,을왕리해수욕장,playground,1박2일에서 방문한 을왕리 해수욕장,인천광역시 중구 용유서로302번길 16-15,37.447737,126.372515,인천
show,1박2일 시즌1,메타세쿼이아 가로수길,playground,1박2일 오프닝 장소였던 메타세쿼이아 길,전라남도 담양군 담양읍 학동리 633,35.3251724,127.009247,전라
show,1박2일 시즌1,순천만습지,playground,전국일주 특집을 촬영한 자연생태공원,전라남도 순천시 순천만길 513-25 ,34.88597,127.509028,전라
show,1박2일 시즌1,청하식당,restaurant,영암편을 촬영한 낙지 맛집,전라남도 영암군 학산면 독천로 170-1,34.725038,126.567914,전라
show,1박2일 시즌1,마라도해녀촌짜장,restaurant,제주도를 가다 편을 촬영한 짜장면 맛집,제주특별자치도 서귀포시 대정읍 가파리 588,33.119912,126.267075,제주
show,1박2일 시즌1,토끼와거북이,restaurant,가파도여행 2편을 촬영한 한식당,제주특별자치도 제주시 서해안로 498-6,33.518829,126.492183,제주
show,1박2일 시즌1,감초식당,restaurant,5대섬 특집편에서 방문한 순대 맛집,제주특별자치도 제주시 이도1동 동광로1길 32,33.503296,126.52777,제주
show,1박2일 시즌1,협재해수욕장,playground,이승기가 오토바이를 타고 방문한 협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10,33.394065,126.239527,제주
show,1박2일 시즌1,공산성,playground,박찬호의 야간 훈련 장소였던 공산성,충청남도 공주시 웅진로 280,36.465013,127.12361,충청
show,1박2일 시즌4,미인폭포,playground,"딘딘, 라비, 연정훈이 추가촬영미션을 하러 간 곳",강원도 삼척시 도계읍 심포리 미인폭포,37.182597,129.049232,강원
show,1박2일 시즌4,곰배령 (점봉산),playground,수제 지팡이를 대여해 주는 곳,강원도 인제군 기린면 진동리,38.029391,128.432586,강원
show,1박2일 시즌4,오개장계곡,playground,"김종민, 유세윤이 입수 벌칙 했던 장소",강원도 인제군 남면 어론리,37.951966,128.062699,강원
show,1박2일 시즌4,재인폭포,playground,1박2일 시즌4 러블리즈 미주가 출연했던 점심 복불복 장소,경기도 연천군 연천읍 부곡리 193 ,38.076823,127.14318,경기
show,1박2일 시즌4,고산정,playground,1박2일 시즌 4 8회차 촬영지,경상북도 안동시 도산면 가송길 177-42 ,36.767715,128.892121,경상
show,1박2일 시즌4,도산서원,playground,1박2일 시즌 4 7회 경북 안동 출현 장소,경상북도 안동시 도산면 도산서원길 154,36.727008,128.843597,경상
show,1박2일 시즌4,이육사문학관,playground,1박2일 시즌 4 7회차 이육사 시인 명소,경상북도 안동시 도산면 백운로 525,36.738987,128.862998,경상
show,1박2일 시즌4,노송정,playground,1박2일 시즌 4 8회차 베이스캠프,경상북도 안동시 도산면 온혜리 604,36.749782,128.828485,경상
show,1박2일 시즌4,월영교,playground,1박2일 시즌 4 7회차 오프닝 촬영지,경상북도 안동시 석주로 203,36.576676,128.760825,경상
show,1박2일 시즌4,대한다원보성녹차밭,cafe,1박 2일 스트레스제로 특집의 촬영지,전라남도 보성군 보성읍 녹차로 763-43,34.714824,127.080926,전라
show,1박2일 시즌4,소안도,playground,1박2일 시즌 4 11회차 보물찾기 레이스,전라남도 완도군 소안면,34.148122,126.652089,전라
show,1박2일 시즌4,미라리 해수욕장,playground,1박2일 시즌 4 12회차 소안도 기상 미션지,전라남도 완도군 소안면 미라리,34.144803,126.669746,전라
show,1박2일 시즌4,물치기미전망대,playground,1박2일 시즌 4 12회차 소안도 촬영지,전라남도 완도군 소안면 소안로 1084 맹선복지회관 근처,34.148834,126.634468,전라
show,1박2일 시즌4,항일운동기념관,playground,1박2일 시즌 4 11회차 소안도 레이스 촬영지,전라남도 완도군 소안면 소안로 263,126.652883,126.652883,전라
show,1박2일 시즌4,명사십리 해수욕장,playground,1박2일 시즌 4 11회차 땅 복불복 달리기,전라남도 완도군 신지면 신리,34.327079,126.80895,전라
show,1박2일 시즌4,완도타워,playground,1박2일 시즌 4 11회차 집라인 미션 장소,전라남도 완도군 완도읍 장보고대로 330,34.310761,126.766606,전라
show,1박2일 시즌4,청해포구촬영장,playground,1박2일 시즌 4 11회차 역사 인물 퀴즈 미션지,전라남도 완도군 완도읍 청해진서로 1161-8,34.3233625,126.66968,전라
show,1박2일 시즌4,황가네해물짬뽕,restaurant,1박2일 시즌 4 11회차 점심 식사 게임,전라남도 완도군 완도읍 해변공원로 39,34.317521,126.750802,전라
show,1박2일 시즌4,고창읍성,playground,1박2일 시즌 4 10회 전북 고창 편 출현 장소,전라북도 고창군 고창읍 모양성로 1,35.430899,126.704806,전라
show,1박2일 시즌4,하늘마을민박,playground,1박2일 시즌 4 10회 고창 편 베이스캠프,전라북도 고창군 부안면 검산리 559-3,35.523237,126.636018,전라
show,1박2일 시즌4,책마을해리(친친북스),playground,1박2일 시즌 4 10회차 벌칙 장소,전라북도 고창군 해리면 월봉성산길 88,35.470063,126.483372,전라
show,1박2일 시즌4,쌍화차거리,playground,1박2일 시즌 4 9회차 쌍쌍 특집 오프닝 장소,전라북도 정읍시 충정로 188-7,35.567051,126.857119,전라
show,1박2일 시즌4,삼봉해수욕장,playground,1박2일 시즌 4 단체사진 찍은곳,충청남도 태안군 안면읍 창기리,36.570028,126.315392,충청
show,1박2일 시즌4,안면도 소나무해변길 (태안해안국립공원),playground,1박2일 시즌 4에서 5회 차에 나온 산책 장소,충청남도 태안군 안면읍(태안해안국립공원 안면도지구),36.571024,126.315932,충청
show,1박2일 시즌4,충주호유람선,restaurant,1박2일 시즌 2 담양편에 구담봉을 관람했던 곳,충청북도 단양군 단성면 월악로 3811-19,36.931629,128.253858,충청
show,1박2일 시즌4,구담봉,playground,1박2일 시즌 4 1회 단양군의 관광 명소,충청북도 단양군 단성면 장회리 산32,36.941732,128.247834,충청
show,2TV생생정보,고토히라우동,restaurant,2TV생생정보 6회 우동,서울특별시 마포구 와우산로29길 14-8,37.5550433,126.9291813,서울
show,2TV생생정보,모자호떡,cafe,2TV생생정보 986회 호떡,"강원도 강릉시 금성로 21, 중앙시장 185호",37.754234,128.898988,강원
show,2TV생생정보,영진항,restaurant,2TV생생정보 1595회 대왕해물철판 맛집,강원도 강릉시 주문진읍 신리천로 11,37.8859158,128.8289368,강원
show,2TV생생정보,고선생 화덕생선구이,restaurant,"2TV생생정보 1553회 화덕생선구이, 통갈치조림 맛집",강원도 강릉시 해안로 286 2층,37.751853,128.8760574,강원
show,2TV생생정보,물꼬기,restaurant,2TV생생정보 1588회 생선구이정식 맛집,강원도 삼척시 새천년도로 53-1 1층,37.4385457,129.1873093,강원
show,2TV생생정보,왕가수라청,restaurant,2TV생생정보 1647회 황태구이정식 맛집,강원도 속초시 신흥2길 40,38.2019841,128.5349434,강원
show,2TV생생정보,아바이오징어빵,cafe,2TV생생정보 1584회 삼색오징어빵 맛집,강원도 속초시 중앙시장로6길 14,38.2049698,128.5895216,강원
show,2TV생생정보,범바우막국수 양양본점,restaurant,2TV생생정보 1598회 꾸지뽕막국수 맛집,강원도 양양군 강현면 동해대로 3277-22,38.1328882,128.6188784,강원
show,2TV생생정보,수라상,restaurant,"2TV생생정보 1589회 통섭전골, 오징어순대 맛집",강원도 양양군 손양면 수산1길 41,38.0791899,128.6721997,강원
show,2TV생생정보,비치얼스,restaurant,2TV생생정보 1628회 피자 맛집,강원도 양양군 현북면 하조대4길 32 3층,38.0223162,128.7229179,강원
show,2TV생생정보,다하누한우프라자,restaurant,2TV생생정보 1663회 한우 맛집,강원도 영월군 주천면 도천길 22,37.2787744,128.2573146,강원
show,2TV생생정보,산촌두부마을,restaurant,2TV생생정보 1575회 두부갈비 맛집,강원도 인제군 북면 원통로 254,38.1251715,128.2113407,강원
show,2TV생생정보,인제막국수,restaurant,"2TV생생정보 1619회 메밀옹심이칼국수, 비빔막국수, 감자전 맛집",강원도 인제군 인제읍 인제로168번길 48-4,38.0639603,128.1719582,강원
show,2TV생생정보,임꺽정가든,restaurant,2TV생생정보 1660회 민물매운탕 맛집,강원도 철원군 동송읍 태봉로 1825-6,38.1865639,127.2874501,강원
show,2TV생생정보,연사랑,restaurant,2TV생생정보 1592회 돌미나리밥상 맛집,강원도 철원군 철원읍 금학로339번길 12-28,38.2178956,127.2085751,강원
show,2TV생생정보,해누리,restaurant,"2TV생생정보 1555회 통문어해물찜, 산더미해물탕 맛집",강원도 춘천시 공지로 345,37.8692607,127.7280439,강원
show,2TV생생정보,명가춘천막국수,restaurant,2TV생생정보 1544회 메밀막국수 맛집,강원도 춘천시 당간지주길 76 1층,37.89222,127.72382,강원
show,2TV생생정보,우성닭갈비 본점,restaurant,2TV생생정보 1260회 철판닭갈비,강원도 춘천시 동면 만천양지길 87,37.887309,127.763261,강원
show,2TV생생정보,참나무숯불닭갈비,restaurant,2TV생생정보 1649회 맥반석닭갈비 맛집,강원도 춘천시 신북읍 신샘밭로 715,37.9305019,127.788979,강원
show,2TV생생정보,카페건널목,cafe,"2TV생생정보 1604회 연탄빵, 연탄라테 맛집",강원도 태백시 감천로 21-1 토리모리건물앞 안쪽,37.1593868,128.9887525,강원
show,2TV생생정보,승소 닭갈비,restaurant,2TV생생정보 1604회 물닭갈비 맛집,강원도 태백시 번영로 347,37.1717831,128.9910498,강원
show,2TV생생정보,황태회관,restaurant,2TV생생정보 1663회 오삼불고기 맛집,강원도 평창군 대관령면 눈마을길 19,37.6698745,128.7098617,강원
show,2TV생생정보,밥먹을시간,restaurant,2TV생생정보 1606회 더덕오삼불고기 맛집,강원도 평창군 대관령면 횡계2길 3-7,37.6726963,128.708263,강원
show,2TV생생정보,느티나무 돌솥곤드레밥,restaurant,"2TV생생정보 1654회 돌솥곤드레밥, 감자옹심이 맛집",강원도 홍천군 영귀미면 수타사로 380,37.6937337,127.9552314,강원
show,2TV생생정보,무궁화화로숯불구이,restaurant,"2TV생생정보 1665회 고추장삼겹살, 막국수 맛집",강원도 홍천군 홍천읍 양지말길 3,37.6589297,127.8298349,강원
show,2TV생생정보,식당별하 버섯요리전문점,restaurant,2TV생생정보 1659회 버섯전골 맛집,강원도 홍천군 화촌면 홍천로 1134,37.7403398,127.9412654,강원
show,2TV생생정보,북한강횟집,restaurant,2TV생생정보 1580회 산천어요리 맛집,강원도 화천군 화천읍 중앙로 12-10,38.1042779,127.7051239,강원
show,2TV생생정보,화천손만두,restaurant,2TV생생정보 1580회 고추장떡 맛집,강원도 화천군 화천읍 중앙로4길 12,38.104047,127.7053974,강원
show,2TV생생정보,반길이국밥,restaurant,"2TV생생정보 1618회 한우국밥, 잣수육무침 맛집",경기도 가평군 상면 조종로 1808,37.8049606,127.3570731,경기
show,2TV생생정보,축령가든,restaurant,2TV생생정보 1665회 한정식 맛집,경기도 가평군 상면 축령로45번길 114-3,37.7659297,127.3620947,경기
show,2TV생생정보,산골농원,restaurant,2TV생생정보 1561회 솥뚜껑닭볶음탕 맛집,경기도 가평군 설악면 어비산길99번길 75-7,37.596235,127.50975,경기
show,2TV생생정보,도원가든,restaurant,2TV생생정보 1602회 솥뚜껑닭볶음탕 맛집,경기도 가평군 청평면 수리재길 141,37.7762457,127.4376733,경기
show,2TV생생정보,라떼떼라,cafe,2TV생생정보 1596회 수박실타래빙수 맛집,"경기도 고양시 덕양구 고양대로 1445-37 1,2층",37.6547726,126.8453248,경기
show,2TV생생정보,가나안국수,restaurant,"2TV생생정보 1568회 초계국수, 비빔국수 맛집",경기도 고양시 덕양구 행주로15번길 16,37.6008133,126.8278577,경기
show,2TV생생정보,한소반쭈꾸미 일산점,restaurant,2TV생생정보 1582회 쭈꾸미세트 맛집,경기도 고양시 일산동구 애니골길 55,37.6726711,126.7918003,경기
show,2TV생생정보,신라면옥 본점,restaurant,"2TV생생정보 1593회 소고기수육전골, 명태회냉면 맛집",경기도 고양시 일산동구 탄중로431번길 15,37.6864681,126.778502,경기
show,2TV생생정보,장세 무한리필 일산본점,restaurant,2TV생생정보 1600회 고기무한리필 맛집,경기도 고양시 일산서구 대산로226번길 8-6,37.6789746,126.7540511,경기
show,2TV생생정보,골목집소머리국밥,restaurant,2TV생생정보 1621회 소머리국밥 맛집,경기도 광주시 곤지암읍 경충대로 621,37.3502987,127.3399225,경기
show,2TV생생정보,애마오리,restaurant,2TV생생정보 713회 오리백숙,경기도 광주시 남한산성면 엄미길 186,37.475496,127.220754,경기
show,2TV생생정보,해신생생해물탕,restaurant,2TV생생정보 1633회 산더미해물탕 맛집,경기도 광주시 초월읍 경충대로 1014,37.3698617,127.3039929,경기
show,2TV생생정보,신흥정육식당,restaurant,"2TV생생정보 1648회 갈비탕, 소고기국밥 맛집",경기도 김포시 김포한강9로12번길 8-28 1층,37.6342473,126.7370613,경기
show,2TV생생정보,동동국수집,restaurant,2TV생생정보 98회 육개장칼국수/육전,경기도 남양주시 와부읍 경강로 908,37.55712,127.236591,경기
show,2TV생생정보,역전집,restaurant,"2TV생생정보 1558회 감자전, 비빔국수 맛집",경기도 남양주시 조안면 다산로526번길 25-74,37.5232073,127.2965308,경기
show,2TV생생정보,운길산마루,restaurant,"2TV생생정보 1558회 숯불장어, 돼지갈비 맛집",경기도 남양주시 조안면 북한강로383번길 36,37.5574745,127.3088741,경기
show,2TV생생정보,가호전골,restaurant,2TV생생정보 1267회 통문어소뼈전골,경기도 동두천시 중앙로 134-12 예일복합타워2층,37.8930648,127.0532161,경기
show,2TV생생정보,장원물갈비,restaurant,2TV생생정보 1573회 산더미왕갈비전골 맛집,경기도 부천시 부천로53번길 9,37.4889215,126.7831657,경기
show,2TV생생정보,제주사랑 본점,restaurant,2TV생생정보 1628회 생갈치조림 맛집,경기도 부천시 신흥로 140,37.4963708,126.7785022,경기
show,2TV생생정보,시골집,restaurant,2TV생생정보 1590회 추어매운탕 맛집,경기도 부천시 연동로146번길 4,37.4745192,126.8244471,경기
show,2TV생생정보,판교 장어사랑,restaurant,"2TV생생정보 1559회 한방장어구이, 전복장어탕 맛집",경기도 성남시 수정구 설개로 8,37.4215243,127.1056019,경기
show,2TV생생정보,유정집,restaurant,2TV생생정보 1580회 누룽지닭백숙 맛집,경기도 성남시 수정구 수정로 460-2,37.4616742,127.1559866,경기
show,2TV생생정보,짜마,restaurant,"2TV생생정보 1547회 항아리짬뽕, 돌판짜장 맛집",경기도 수원시 팔달구 권광로175번길 98 1층,37.2647358,127.0272038,경기
show,2TV생생정보,남문통닭 본점,restaurant,"2TV생생정보 1550회 갈비맛통닭, 고추장맛통닭 맛집",경기도 수원시 팔달구 정조로800번길 16,37.2795537,127.0174974,경기
show,2TV생생정보,카페애테,cafe,2TV생생정보 1596회 산더미빙수 맛집,경기도 수원시 팔달구 행궁로 65 1층,37.2768373,127.0158634,경기
show,2TV생생정보,해물천지,restaurant,"2TV생생정보 1567회 통문어해물전골, 육해공보양탕 맛집",경기도 수원시 팔달구 행궁로22번길 17,37.2801708,127.0138556,경기
show,2TV생생정보,참소예,restaurant,2TV생생정보 1639회 주꾸미볶음한상차림 맛집,경기도 시흥시 동서로 706-27 참소예,37.3839333,126.8282288,경기
show,2TV생생정보,이가네생칼국수,restaurant,2TV생생정보 1660회 닭한마리칼국수 맛집,경기도 시흥시 신천3길 9,37.4394471,126.7848883,경기
show,2TV생생정보,마라명장,restaurant,2TV생생정보 1657회 화끈마라짬뽕 맛집,경기도 안산시 단원구 고잔2길 65 205호,37.3176428,126.8385728,경기
show,2TV생생정보,별난곱창,restaurant,2TV생생정보 1570회 한우모둠구이한판 맛집,경기도 안산시 단원구 고잔2길 73 삼일빌딩,37.3175963,126.8395324,경기
show,2TV생생정보,먹골농장,restaurant,2TV생생정보 1604회 오리구이 맛집,경기도 양주시 광적면 현석로 597-125,37.8377682,126.9633783,경기
show,2TV생생정보,두물머리연핫도그,restaurant,2TV생생정보 1586회 연잎핫도그 맛집,경기도 양평군 양서면 두물머리길 103-8,37.5347263,127.3167477,경기
show,2TV생생정보,양수리한옥집,restaurant,2TV생생정보 1638회 아구찜 맛집,경기도 양평군 양서면 양수로138번길 41,37.5453159,127.32106,경기
show,2TV생생정보,장터집,restaurant,2TV생생정보 1581회 양평해장국 맛집,경기도 양평군 양평읍 양평장터길 5,37.4899998,127.4932792,경기
show,2TV생생정보,솔잎칼국수,restaurant,"2TV생생정보 1586회 솔잎칼국수, 솔잎콩국수 맛집",경기도 양평군 용문면 용문로 385,37.4862676,127.5956669,경기
show,2TV생생정보,청산녹수,restaurant,2TV생생정보 1599회 초계탕 맛집,경기도 연천군 청산면 초성리 산19-2,37.9874336,127.094361,경기
show,2TV생생정보,메밀래,restaurant,2TV생생정보 1603회 홍두깨막국수 맛집,경기도 용인시 기흥구 용구대로2145번길 23,37.2815666,127.1044382,경기
show,2TV생생정보,즐삼프리미엄생고기,restaurant,2TV생생정보 1552회 고기무한리필 맛집,경기도 용인시 처인구 명지로16번길 9-11 YB테라스2층 205호,37.2338305,127.18807,경기
show,2TV생생정보,우리수산,restaurant,2TV생생정보 1572회 양푼물회 맛집,경기도 용인시 처인구 중부대로 1131 맑은세상빌딩 1층,37.2404914,127.1720606,경기
show,2TV생생정보,명가 코다리찜,restaurant,2TV생생정보 1667회 문어시래기코다리찜 맛집,경기도 용인시 처인구 포곡읍 포곡로272번길 19-6,37.2773299,127.2324971,경기
show,2TV생생정보,만화간장게장,restaurant,"2TV생생정보 1665회 간장게장, 꽃게탕 맛집",경기도 의정부시 고산로 309,37.7337207,127.1050741,경기
show,2TV생생정보,조경제만두쟁이,restaurant,"2TV생생정보 1607회 냉칼국수, 삼색수제만두전골 맛집","경기도 의정부시 부용로 105 플래티넘프라자2차 201호, 202호",37.751261,127.0693546,경기
show,2TV생생정보,성원통닭,restaurant,2TV생생정보 1639회 통닭 맛집,경기도 의정부시 태평로 89 성원통닭,37.7405061,127.0514046,경기
show,2TV생생정보,강민주의들밥 본점,restaurant,"2TV생생정보 1575회 보리굴비한상, 간장게장 맛집",경기도 이천시 마장면 지산로22번길 17,37.2214185,127.3679451,경기
show,2TV생생정보,오동추야,restaurant,2TV생생정보 1562회 숯불돼지갈비 맛집,경기도 이천시 증신로 160,37.2902331,127.4521568,경기
show,2TV생생정보,약선마을,restaurant,2TV생생정보 1587회 바닷가재해신탕 맛집,경기도 파주시 광탄면 부흥로 133 1층,37.8056725,126.8838473,경기
show,2TV생생정보,파주코다리,restaurant,2TV생생정보 1596회 코다리조림 맛집,경기도 파주시 교하로 412-5,37.7068203,126.7322726,경기
show,2TV생생정보,한끼두끼,restaurant,2TV생생정보 1644회 낙곱새전골 맛집,경기도 파주시 지목로 154,37.7275598,126.6980124,경기
show,2TV생생정보,용궁칼국수,restaurant,2TV생생정보 1441회 해물장단콩칼국수,경기도 파주시 탄현면 새오리로 59-52,37.7901865,126.6838333,경기
show,2TV생생정보,숑스바베큐 파주본점,restaurant,2TV생생정보 1662회 등갈비바비큐 맛집,경기도 파주시 탄현면 새오리로 98,37.7929507,126.686172,경기
show,2TV생생정보,쉼골전통된장,restaurant,"2TV생생정보 1551회 연두부카프레제, 차돌된장전골, 간장수육 맛집",경기도 파주시 탄현면 헤이리마을길 59-134 1층,37.7917134,126.695229,경기
show,2TV생생정보,연잎풍천장어,restaurant,2TV생생정보 1566회 연잎삼색장어구이 맛집,경기도 평택시 이화로 160-25,37.008555,127.1376119,경기
show,2TV생생정보,평화김밥,restaurant,2TV생생정보 1621회 꼬마김밥 맛집,경기도 평택시 통복로 60-1,36.9972007,127.0837228,경기
show,2TV생생정보,콩마루,restaurant,"2TV생생정보 1637회 두부보쌈, 두부전골 맛집",경기도 포천시 군내면 포천로 1501,37.8933358,127.2090727,경기
show,2TV생생정보,약산궁능이버섯백숙,restaurant,2TV생생정보 1613회 산양삼능이백숙 맛집,경기도 포천시 내촌면 금강로 3143-7,37.8410742,127.2740466,경기
show,2TV생생정보,한가정통어죽,restaurant,2TV생생정보 1653회 어죽 맛집,경기도 포천시 소흘읍 광릉수목원로 655,37.7711533,127.1639057,경기
show,2TV생생정보,갈비1987,restaurant,2TV생생정보 1645회 이동갈비한상 맛집,경기도 포천시 이동면 화동로 2065-1,38.0321415,127.3662643,경기
show,2TV생생정보,인천생갈비 본관,restaurant,"2TV생생정보 1631회 돼지생갈비, 소갈비탕 맛집",경기도 화성시 동탄역로 124 윤정프라자 201호,37.199327,127.0970177,경기
show,2TV생생정보,청해랑,restaurant,2TV생생정보 1565회 대게활어회한상 맛집,경기도 화성시 동탄지성로 12 3층,37.2049951,127.0732442,경기
show,2TV생생정보,경성,restaurant,2TV생생정보 1643회 훈연생선구이정식 맛집,경기도 화성시 세자로 480,37.1865121,126.9811404,경기
show,2TV생생정보,6시내고향회센타,restaurant,2TV생생정보 1635회 전어 맛집,경기도 화성시 송산면 사강로 178-1,37.2127114,126.7357903,경기
show,2TV생생정보,신영통명품생태,restaurant,2TV생생정보 1670회 생태찌개 맛집,경기도 화성시 영통로 73-3,37.2356487,127.0605793,경기
show,2TV생생정보,수양식당,restaurant,2TV생생정보 1546회 회정식 맛집,경상남도 고성군 동해면 동해로 1590,35.0452988,128.444726,경상
show,2TV생생정보,섬낚시횟집,restaurant,2TV생생정보 1587회 갯장어 맛집,경상남도 고성군 삼산면 두포1길 198-15,34.9043681,128.2733659,경상
show,2TV생생정보,군령포하모자연산횟집,restaurant,2TV생생정보 1587회 갯장어 맛집,경상남도 고성군 삼산면 두포5길 426,34.9172326,128.2973173,경상
show,2TV생생정보,상동현자추어탕,restaurant,2TV생생정보 1582회 맑은추어탕 맛집,경상남도 밀양시 상동면 상동로 176,35.5277694,128.7816696,경상
show,2TV생생정보,일신식당,restaurant,2TV생생정보 1583회 쏘가리매운탕 맛집,경상남도 산청군 생초면 산수로 1022-1,35.4923283,127.836055,경상
show,2TV생생정보,채움식육식당,restaurant,"2TV생생정보 1606회 한우사골곰탕, 소불고기정식, 김치찌개정식, 된장찌개정식 맛집",경상남도 양산시 물금읍 서들로 148,35.3086733,129.0094133,경상
show,2TV생생정보,삼오식당 창녕본점,restaurant,2TV생생정보 1572회 수구레국밥 맛집,경상남도 창녕군 창녕읍 창녕시장길 90,35.5410473,128.4972659,경상
show,2TV생생정보,강림통술 1호점,restaurant,2TV생생정보 1552회 통술요리한상차림 맛집,경상남도 창원시 마산합포구 오동북15길 30 1층,35.2085908,128.577943,경상
show,2TV생생정보,멍게가,restaurant,2TV생생정보 519회 멍게,경상남도 통영시 동충4길 25 멍게가,34.8413645,128.4227695,경상
show,2TV생생정보,할매 우짜,restaurant,"2TV생생정보 1548회 우짜, 빼떼기죽 맛집",경상남도 통영시 새터길 42-7,34.8412795,128.4194451,경상
show,2TV생생정보,동백식당,restaurant,"2TV생생정보 1630회 참게탕, 메기탕, 재첩회 맛집",경상남도 하동군 화개면 화개로 13,35.1898034,127.6230313,경상
show,2TV생생정보,무진정돌짜장,restaurant,"2TV생생정보 1613회 돌짜장, 통문어짬뽕 맛집",경상남도 함안군 함안면 괴산4길 6,35.2549975,128.4225296,경상
show,2TV생생정보,보리채,restaurant,"2TV생생정보 1545회 돼지국밥, 순대 맛집",경상남도 합천군 가회면 황매산로 539,35.4638583,128.00082,경상
show,2TV생생정보,감로당,restaurant,2TV생생정보 1531회 쫄면,경상북도 경주시 건천읍 내서로 1128,35.8484629,129.1039496,경상
show,2TV생생정보,경주밀면 본점,restaurant,"2TV생생정보 1589회 밀면, 숯불고기 맛집",경상북도 경주시 시래둑길 7 한림원,35.7733763,129.3031067,경상
show,2TV생생정보,가잠,restaurant,"2TV생생정보 1557회 물회, 쪽갈비 맛집",경상북도 구미시 신시로16길 85,36.1167912,128.3482337,경상
show,2TV생생정보,현구3대원조불고기,restaurant,2TV생생정보 1658회 흑돼지고추장구이 맛집,경상북도 김천시 지례면 향교길 13,35.9884021,128.0281487,경상
show,2TV생생정보,솔봉숯불구이,restaurant,2TV생생정보 1650회 돼지숯불구이 맛집,경상북도 봉화군 봉성면 미륵골길 2,36.8828173,128.8161689,경상
show,2TV생생정보,맛우짜,restaurant,2TV생생정보 850회 찜닭자장면/냉우동,경상북도 안동시 대안로 174,36.563993,128.73169,경상
show,2TV생생정보,금성수산,restaurant,2TV생생정보 1601회 도화새우&가리비 맛집,경상북도 울진군 죽변면 죽변항길 119,37.0582528,129.4246594,경상
show,2TV생생정보,운하회대게식당,restaurant,2TV생생정보 1598회 물회 맛집,경상북도 포항시 북구 죽도시장길 39,36.0356467,129.369752,경상
show,2TV생생정보,마라도회식당,restaurant,2TV생생정보 1611회 물회 맛집,경상북도 포항시 북구 해안로 217-1,36.0647697,129.3871876,경상
show,2TV생생정보,원이네웰빙호떡튀김,restaurant,2TV생생정보 1670회 상추튀김 맛집,광주광역시 북구 서방로 73,35.1719501,126.9209778,광주
show,2TV생생정보,나정상회,restaurant,2TV생생정보 1078회 갈비조립,광주광역시 서구 상무자유로 24,35.1512097,126.836712,광주
show,2TV생생정보,육전 한옥,restaurant,2TV생생정보 1670회 육전 맛집,광주광역시 서구 운천로 223 한옥1층,35.1522524,126.8544422,광주
