,식당이름,카테고리,별점,리뷰 수,웹사이트,주소,지역명,위도,경도
3890,마호가니커피 여의도점,cafe,3.5,164,https://place.map.kakao.com/409589446,서울 영등포구 여의대로 66 iM증권빌딩 1층(지번) 여의도동 23-3,서울,37.5245403141563,126.923718250438
3891,돌판장,restaurant,4.7,1085,https://place.map.kakao.com/122710239,서울 용산구 한강대로53길 24 1층(지번) 한강로2가 2-352,서울,37.5336224894154,126.970267729064
3892,동경우동,restaurant,4.1,266,https://place.map.kakao.com/8264592,서울 중구 충무로 48 1층 1호(지번) 초동 17-1,서울,37.5653760401311,126.992961493923
3893,명돼지갈비,restaurant,4.2,123,https://place.map.kakao.com/9755634,서울 관악구 과천대로 931(지번) 남현동 602-125,서울,37.4736573065899,126.981689304733
3894,해우리 명동점,restaurant,3.9,27,https://place.map.kakao.com/14617397,서울 중구 퇴계로 72 SK리더스뷰 남산상가 지하1층(지번) 회현동1가 206,서울,37.5591253443035,126.980603849217
3895,멘야산다이메 대학로점,restaurant,3.7,197,https://place.map.kakao.com/14503615,서울 종로구 창경궁로26길 38-2 1층(지번) 명륜4가 147-1,서울,37.5818006652908,126.999721721859
3896,솔밭,restaurant,4.0,135,https://place.map.kakao.com/16640670,울산 중구 함월20길 65(지번) 성안동 374-1,울산,35.58135157133,129.320896875188
3897,부라더고깃집,restaurant,4.6,340,https://place.map.kakao.com/26878626,울산 남구 달삼로 57(지번) 달동 1261-12,울산,35.5364944022723,129.335341735272
3898,최고집보쌈 명촌직영점,restaurant,4.5,317,https://place.map.kakao.com/1281807098,울산 북구 명촌3길 13-1 1층(지번) 진장동 744-3,울산,35.5588611359799,129.358728900122
3899,울산언양불고기,restaurant,4.3,1137,https://place.map.kakao.com/389019810,"울산 남구 월평로 205 1,2층(지번) 삼산동 1505-3",울산,35.546242311493685,129.32730668962776
3900,미진돌곱창,restaurant,3.6,371,https://place.map.kakao.com/8313117,울산 남구 남산로26번길 10 1층(지번) 무거동 138-9,울산,35.5516295892949,129.273227591148
3901,대가야삼계탕 울산점,restaurant,4.9,120,https://place.map.kakao.com/7815165,울산 남구 번영로150번길 21(지번) 달동 1355-10,울산,35.5393122203048,129.329986002508
3902,칠성양곱창,restaurant,3.6,76,https://place.map.kakao.com/9483138,울산 남구 삼산중로131번길 30 1층(지번) 삼산동 1465-11,울산,35.5445423746138,129.332499114315
3903,숙성도마 울산삼산점,restaurant,4.8,217,https://place.map.kakao.com/704993279,울산 남구 달삼로 43-1 1층(지번) 달동 1262-9,울산,35.5362535765657,129.333893506393
3904,호피폴라,cafe,4.0,389,https://place.map.kakao.com/622020537,울산 울주군 서생면 나사해안길 6(지번) 서생면 신암리 43-1,울산,35.3560213693022,129.33471749495
3905,헤이메르,cafe,3.5,207,https://place.map.kakao.com/1149461086,울산 울주군 서생면 잿골길 72 1동 1층(지번) 서생면 진하리 26,울산,35.3683728554488,129.348636093127
3906,헤이다이닝,restaurant,3.5,1101,https://place.map.kakao.com/1049435520,울산 남구 돋질로312번길 7(지번) 삼산동 1550-6,울산,35.5428041664423,129.338951532911
3907,칼삼겹살,restaurant,4.8,147,https://place.map.kakao.com/13295163,울산 남구 왕생로30번길 23 1층(지번) 달동 1260-5,울산,35.536921366674,129.335176743545
3908,경복궁 숯불구이,restaurant,4.1,72,https://place.map.kakao.com/486471340,울산 남구 산업로 595(지번) 삼산동 1656-2,울산,35.5347677799483,129.350330290497
3909,부자회관 삼산직영점,restaurant,3.9,367,https://place.map.kakao.com/183971297,울산 남구 왕생로 43 W43빌딩 1층(지번) 달동 1250-13,울산,35.53738645697948,129.33151541031458
3910,정안정 본점,restaurant,3.7,87,https://place.map.kakao.com/26591064,울산 울주군 삼남읍 서상평길 45-3(지번) 삼남읍 교동리 1558-5,울산,35.5627705924201,129.115640284029
3911,더다이닝원 울산점,restaurant,3.8,182,https://place.map.kakao.com/1940080584,울산 중구 종가로 310 M빌딩 9층(지번) 우정동 498-1,울산,35.563774026537,129.310844754212
3912,언양진미불고기,restaurant,3.7,235,https://place.map.kakao.com/11831652,울산 울주군 삼남읍 중평로 33(지번) 삼남읍 교동리 1597-7,울산,35.5582202406998,129.120059262722
3913,언양기와집불고기,restaurant,3.6,1111,https://place.map.kakao.com/16810283,울산 울주군 언양읍 헌양길 86(지번) 언양읍 서부리 13,울산,35.5653402998602,129.12230485567
3914,제1능이버섯,restaurant,4.4,25,https://place.map.kakao.com/25733519,울산 남구 남중로108번길 33(지번) 삼산동 169-6,울산,35.5437862980272,129.352074277712
3915,둘둘오리 삼산점,restaurant,4.0,31,https://place.map.kakao.com/13718991,울산 남구 달삼로75번길 5 1층(지번) 삼산동 1476-7,울산,35.5371126996992,129.337090191988
3916,수산시장,restaurant,3.8,188,https://place.map.kakao.com/24065084,울산 남구 삼산중로 28 1층(지번) 달동 1299-2,울산,35.5360923446787,129.33659736333
3917,언양옛날곰탕,restaurant,3.6,34,https://place.map.kakao.com/9248879,울산 울주군 언양읍 장터2길 11-5 1층(지번) 언양읍 남부리 123-6,울산,35.5631434831001,129.125854592402
3918,정안정 삼산점,restaurant,4.5,61,https://place.map.kakao.com/471666130,울산 남구 돋질로 434(지번) 삼산동 192-6,울산,35.542809674896,129.352114319061
3919,맥도날드 울산삼산로DT점,restaurant,3.9,45,https://place.map.kakao.com/26414783,울산 남구 삼산로 230(지번) 달동 1253-1,울산,35.5380225712979,129.332369447089
3920,안주일체,restaurant,3.8,51,https://place.map.kakao.com/920151073,울산 남구 왕생로46번길 15(지번) 달동 1256-3,울산,35.5381137629722,129.333849526093
3921,원조대구막창1번지,restaurant,3.9,216,https://place.map.kakao.com/11833930,울산 중구 곽남1길 35 1층(지번) 남외동 343-1,울산,35.5693947377572,129.343835317711
3922,아키라,restaurant,3.7,403,https://place.map.kakao.com/22606213,울산 남구 왕생로62번길 15-1 1층(지번) 달동 1366-12,울산,35.5394595660838,129.333641039196
3923,종가돼지국밥,restaurant,4.3,248,https://place.map.kakao.com/16868722,울산 남구 중앙로223번길 1 1층(지번) 신정동 628-19,울산,35.540546245534,129.311043801142
3924,마마꾸,restaurant,4.5,308,https://place.map.kakao.com/18551552,울산 남구 삼산중로84번길 11-9 2층(지번) 삼산동 1573-12,울산,35.5412570663316,129.336590798241
3925,태화강민물장어,restaurant,3.7,32,https://place.map.kakao.com/317913558,울산 남구 수암로53번길 3 2층(지번) 신정동 799-6,울산,35.5314812066932,129.313950078082
3926,밀양시골밥상 태화점,restaurant,4.2,269,https://place.map.kakao.com/24812530,울산 중구 태화강국가정원길 163 1층(지번) 태화동 431-23,울산,35.5498461878716,129.292759058449
3927,안가참숯뒷고기,restaurant,3.7,55,https://place.map.kakao.com/16785951,울산 남구 신복로6번길 7(지번) 무거동 1528-4,울산,35.5481095363734,129.261479693037
3928,단잔,restaurant,4.4,75,https://place.map.kakao.com/470915468,울산 남구 왕생로46번길 10 1층(지번) 달동 1254-4,울산,35.5377009753104,129.333328917426
3929,골든드롭,cafe,4.1,130,https://place.map.kakao.com/1791716962,"울산 중구 성안1길 139 1,2층(지번) 성안동 472-12",울산,35.5782120229242,129.324682361622
3930,생선구이생생,restaurant,4.4,179,https://place.map.kakao.com/2090833364,울산 남구 삼산중로 54 1층(지번) 삼산동 1474-12,울산,35.538362309826,129.335792109943
3931,갓포이찌,restaurant,4.7,200,https://place.map.kakao.com/2002173821,울산 남구 왕생로20번길 19 1층(지번) 달동 1283-16,울산,35.5358172901256,129.334870238703
3932,포인,cafe,4.7,142,https://place.map.kakao.com/491830307,울산 남구 삼산중로5번길 16 1층(지번) 달동 1286-15,울산,35.5342801586626,129.335098946602
3933,카페 먹,cafe,3.7,440,https://place.map.kakao.com/1404441738,울산 울주군 상북면 향산다개로 90(지번) 상북면 지내리 610-1,울산,35.5850198270445,129.109738089615
3934,일품장어,restaurant,4.1,60,https://place.map.kakao.com/1665007540,울산 울주군 범서읍 점촌6길 19-5 1층(지번) 범서읍 구영리 381-7,울산,35.5684032483948,129.241662171199
3935,카페머물다,cafe,4.3,105,https://place.map.kakao.com/2096295839,울산 중구 먹자거리 2-4 1층(지번) 성남동 228-13,울산,35.5545760494328,129.319547100363
3936,효정밥상,restaurant,3.6,99,https://place.map.kakao.com/15288780,울산 울주군 청량읍 신덕하1길 9(지번) 청량읍 상남리 588,울산,35.4924527677816,129.30614223918
3937,문수산상황삼계탕 삼산동직영점,restaurant,5.0,27,https://place.map.kakao.com/37928766,울산 남구 정동로 139 2층(지번) 삼산동 1531-10,울산,35.5463963493896,129.344389853621
3938,환장라멘,restaurant,4.3,234,https://place.map.kakao.com/1104806887,울산 북구 송정17길 3 1층(지번) 송정동 1217-3,울산,35.6005731362895,129.362450577158
3939,삼산가든,restaurant,3.8,312,https://place.map.kakao.com/169519853,울산 남구 삼산로266번길 4 1층(지번) 삼산동 1474-4,울산,35.5386120853248,129.335996575857
3940,샤브자작나무,restaurant,3.9,90,https://place.map.kakao.com/714887903,울산 남구 월평로 151(지번) 신정동 37-7,울산,35.5448601711149,129.321747419642
3941,호재래,restaurant,3.5,184,https://place.map.kakao.com/15969236,울산 중구 중앙길 77(지번) 성남동 182-7,울산,35.5552900890623,129.317765415587
3942,로즈모스,cafe,4.5,145,https://place.map.kakao.com/846499227,울산 중구 종가6길 32 KL빌딩 10층(지번) 우정동 500-12,울산,35.5629783154024,129.310712395882
3943,유어가든,restaurant,4.3,157,https://place.map.kakao.com/1699726434,울산 중구 종가6길 22 1층(지번) 우정동 500-9,울산,35.5632388768017,129.311761317877
3944,나마스까르 삼산점,restaurant,4.2,43,https://place.map.kakao.com/12515651,울산 남구 삼산중로48번길 11 2층(지번) 삼산동 1478-7,울산,35.5382055143971,129.337061717241
3945,도원,restaurant,3.7,29,https://place.map.kakao.com/21965320,울산 동구 고늘로 6(지번) 일산동 938-3,울산,35.5021775517303,129.429849271012
3946,울산밀면전문점 직영점,restaurant,4.3,61,https://place.map.kakao.com/539260672,울산 북구 진장유통로 52-8 1층(지번) 진장동 284-20,울산,35.5751265345988,129.357181635778
3947,교동면옥,restaurant,4.3,163,https://place.map.kakao.com/22705736,울산 동구 해수욕장5길 8(지번) 일산동 960-3,울산,35.4943446093645,129.429996570332
3948,터미날식당,restaurant,3.6,31,https://place.map.kakao.com/21324219,울산 남구 봉월로 164(지번) 신정동 521-4,울산,35.5469637158991,129.307760901862
3949,수정간장게장&한우시래기국밥,restaurant,4.3,34,https://place.map.kakao.com/16257540,울산 남구 봉월로82번길 50-2 1층(지번) 신정동 627-1,울산,35.541042592329,129.310867765006
3950,제주집,restaurant,4.1,30,https://place.map.kakao.com/1011216219,울산 남구 돋질로446번길 20 1층(지번) 삼산동 215-6,울산,35.5413124899924,129.351772260494
3951,농도,cafe,4.3,761,https://place.map.kakao.com/311156284,울산 울주군 상북면 명촌길천로 23 1층(지번) 상북면 등억알프스리 454-39,울산,35.5587130790602,129.083313851217
3952,부기타이,restaurant,4.1,175,https://place.map.kakao.com/434306603,울산 중구 중앙3길 17 1층(지번) 성남동 182-21,울산,35.5546613280388,129.316650188123
3953,전주거꾸로 콩나물국밥,restaurant,4.2,23,https://place.map.kakao.com/8515067,울산 남구 번영로156번길 7 1층(지번) 달동 1343-7,울산,35.5394812025467,129.328669420562
3954,떡바우횟집,restaurant,3.8,149,https://place.map.kakao.com/8314682,울산 울주군 서생면 신암해안길 13 2층(지번) 서생면 신암리 372,울산,35.3469535042827,129.322563360034
3955,덕수궁 일산점,restaurant,4.1,102,https://place.map.kakao.com/18513559,울산 동구 해수욕장3길 16 1-4층(지번) 일산동 957-4,울산,35.4954765094574,129.429280574837
3956,신천지대반점 (휴업중),restaurant,3.5,148,https://place.map.kakao.com/16638270,울산 중구 당산4길 11 1층(지번) 우정동 285-12,울산,35.5540228645787,129.309926751523
3957,74족발,restaurant,3.7,339,https://place.map.kakao.com/1300114288,울산 남구 돋질로 324 2층(지번) 삼산동 1544-3,울산,35.543709084684,129.340418978958
3958,호원갈비 유곡점,restaurant,4.5,48,https://place.map.kakao.com/251472396,울산 중구 종가2길 16 1층(지번) 유곡동 482-4,울산,35.5590200857247,129.295401593754
3959,만담,restaurant,4.0,169,https://place.map.kakao.com/1060912481,울산 남구 삼산중로74번길 25 가동 2층 202호(지번) 삼산동 1570-7,울산,35.5411698616935,129.338406524664
3960,디비디비딥,restaurant,3.5,97,https://place.map.kakao.com/1262227180,울산 중구 화진4길 97-1(지번) 태화동 171-16,울산,35.5543879479124,129.303771098078
3961,고래명가,restaurant,3.7,8,https://place.map.kakao.com/11045595,울산 남구 장생포고래로 207(지번) 장생포동 87-12,울산,35.5024309909879,129.3769134502
3962,명품가,restaurant,4.0,9,https://place.map.kakao.com/368448012,울산 남구 번영로 87 태형빌딩 1-2층(지번) 달동 1369-2,울산,35.5332682878095,129.329290509104
3963,소대장,restaurant,3.9,56,https://place.map.kakao.com/439960564,울산 남구 문수로352번길 16 1층(지번) 옥동 261-3,울산,35.5336394429842,129.29139312954
3964,소야,restaurant,5.0,238,https://place.map.kakao.com/1298088603,울산 북구 명촌11길 25 이정프라자 103호(지번) 명촌동 859-1,울산,35.5542855087737,129.35775271524
3965,어향횟집,restaurant,3.7,28,https://place.map.kakao.com/27319837,울산 남구 북부순환도로1번길 4-4 1층(지번) 무거동 327-25,울산,35.5509104392218,129.264185867062
3966,쉐프의고깃간,restaurant,4.5,72,https://place.map.kakao.com/1506899973,울산 동구 해수욕장1길 7(지번) 일산동 956-2,울산,35.4960283477455,129.428634465011
3967,진상가든,restaurant,5.0,6,https://place.map.kakao.com/9441654,울산 남구 왕생로 38(지번) 달동 1265-1,울산,35.5368341840834,129.332233387728
3968,육일횟집,restaurant,4.0,139,https://place.map.kakao.com/23330696,울산 동구 주전해안길 278(지번) 주전동 712-1,울산,35.552716592823,129.455974928165
3969,윤연당,cafe,3.6,94,https://place.map.kakao.com/951925571,"울산 남구 삼산로122번길 9-1 1,2층(지번) 달동 704-2",울산,35.5348098461724,129.321315993454
3970,개나리회관,restaurant,4.0,68,https://place.map.kakao.com/688199510,울산 남구 왕생로 37 1층(지번) 달동 1266-14,울산,35.5367437700254,129.331573969779
3971,파라안병영성,cafe,3.8,474,https://place.map.kakao.com/735700753,"울산 중구 병영로 92 1,2층(지번) 동동 65-1",울산,35.577508737516105,129.34668996655083
3972,오복미역 공업탑점,restaurant,4.5,17,https://place.map.kakao.com/1340117287,울산 남구 삼산로 37(지번) 신정동 663-7,울산,35.533644253517,129.311749989837
3973,종로쭈꾸미 성안점,restaurant,4.4,239,https://place.map.kakao.com/27269953,울산 중구 성안로 201(지번) 성안동 385-16,울산,35.5781796587509,129.318038003907
3974,맛찬들왕소금구이 울산달동점,restaurant,4.6,145,https://place.map.kakao.com/22581253,울산 남구 달삼로 45 1층(지번) 달동 1262-8,울산,35.5362385963383,129.334057546596
3975,방어진활어센터,restaurant,3.9,47,https://place.map.kakao.com/25666244,울산 동구 중진2길 5(지번) 방어동 391-14,울산,35.4836734720261,129.424264593153
3976,바른한상,restaurant,5.0,122,https://place.map.kakao.com/1263455055,울산 울주군 삼남읍 동향교3길 33 1층(지번) 삼남읍 교동리 1622-11,울산,35.5570614817057,129.115641150281
3977,한우연,restaurant,4.1,79,https://place.map.kakao.com/1190117358,"울산 남구 화합로 186-1 2, 3층(지번) 삼산동 1568-3",울산,35.5413799746816,129.339688706064
3978,인생식당 울산성안점,restaurant,4.1,242,https://place.map.kakao.com/1938367724,울산 중구 성안로 194 1층(지번) 성안동 401-6,울산,35.5773232818493,129.318225963531
3979,초담미역전골,restaurant,5.0,66,https://place.map.kakao.com/1507349922,울산 남구 돋질로302번길 15 1층(지번) 삼산동 1548-5,울산,35.5427834513887,129.337808558324
3980,이어도,restaurant,3.5,15,https://place.map.kakao.com/9954005,울산 남구 달삼로76번길 5 1-2층(지번) 달동 1301-2,울산,35.5361560279021,129.337820640399
