Name,Category,Score,Review_Num,Link,Addr,ADDR_area
약전닭칼국수,restaurant,4.0,22,https://place.map.kakao.com/378078193,대구 중구 약령길 34-4 동광빌딩 1층(지번) 계산동2가 139,대구
타라,restaurant,4.4,55,https://place.map.kakao.com/17317752,대구 중구 달구벌대로 2109-25 3층(지번) 덕산동 125-12,대구
내당동 섬,restaurant,3.9,86,https://place.map.kakao.com/19401688,대구 서구 당산로47길 24 1층(지번) 내당동 423-23,대구
진해숯불막창,restaurant,3.8,435,https://place.map.kakao.com/21317846,대구 남구 성당로 272 1층(지번) 대명동 2284-37,대구
주왕산삼계탕,restaurant,4.2,12,https://place.map.kakao.com/8523644,대구 달서구 상화로 34 1층(지번) 대곡동 77-10,대구
밥을짓다 팔공산점,restaurant,3.9,816,https://place.map.kakao.com/363005341,대구 동구 팔공산로9길 6-1 1층(지번) 덕곡동 116,대구
명륜진사갈비 대구월성점,restaurant,3.6,78,https://place.map.kakao.com/398673884,대구 달서구 조암로 105 그루조암타워 2층 201호(지번) 월암동 858-2,대구
풍국면 상인점,restaurant,4.2,20,https://place.map.kakao.com/1955834099,대구 달서구 상화로 203 1층(지번) 상인동 1464-6,대구
풍천민물장어 중동점,restaurant,4.8,116,https://place.map.kakao.com/1726159410,대구 수성구 들안로 225 1층(지번) 중동 15-4,대구
효자동솥뚜껑 대구태전점,restaurant,3.8,230,https://place.map.kakao.com/106191579,대구 북구 학정로 47 1층(지번) 태전동 785,대구
굿또스시,restaurant,4.3,262,https://place.map.kakao.com/968961150,대구 중구 달구벌대로447길 37 1층(지번) 삼덕동3가 277-2,대구
정이품,restaurant,4.8,23,https://place.map.kakao.com/17813731,대구 수성구 범어로19길 54-1 1층(지번) 범어동 200-17,대구
진해숯불막창,restaurant,3.8,435,https://place.map.kakao.com/21317846,대구 남구 성당로 272 1층(지번) 대명동 2284-37,대구
주왕산삼계탕,restaurant,4.2,12,https://place.map.kakao.com/8523644,대구 달서구 상화로 34 1층(지번) 대곡동 77-10,대구
밥을짓다 팔공산점,restaurant,3.9,816,https://place.map.kakao.com/363005341,대구 동구 팔공산로9길 6-1 1층(지번) 덕곡동 116,대구
명륜진사갈비 대구월성점,restaurant,3.6,78,https://place.map.kakao.com/398673884,대구 달서구 조암로 105 그루조암타워 2층 201호(지번) 월암동 858-2,대구
풍국면 상인점,restaurant,4.2,20,https://place.map.kakao.com/1955834099,대구 달서구 상화로 203 1층(지번) 상인동 1464-6,대구
풍천민물장어 중동점,restaurant,4.8,116,https://place.map.kakao.com/1726159410,대구 수성구 들안로 225 1층(지번) 중동 15-4,대구
효자동솥뚜껑 대구태전점,restaurant,3.8,230,https://place.map.kakao.com/106191579,대구 북구 학정로 47 1층(지번) 태전동 785,대구
굿또스시,restaurant,4.3,262,https://place.map.kakao.com/968961150,대구 중구 달구벌대로447길 37 1층(지번) 삼덕동3가 277-2,대구
정이품,restaurant,4.8,23,https://place.map.kakao.com/17813731,대구 수성구 범어로19길 54-1 1층(지번) 범어동 200-17,대구
대현식당,restaurant,4.4,26,https://place.map.kakao.com/16220676,대구 북구 대현로10길 54 1층(지번) 대현동 439-17,대구
서울만두,restaurant,4.0,12,https://place.map.kakao.com/9116661,대구 중구 국채보상로140길 28(지번) 동인동2가 241,대구
김민성아임넙띠기돈까스 삼덕점,restaurant,3.6,52,https://place.map.kakao.com/1096662667,대구 중구 공평로8길 55 1층(지번) 삼덕동2가 40-31,대구
돈스쿠버 본점,restaurant,3.7,35,https://place.map.kakao.com/1965826357,대구 북구 고성북로 45 1층(지번) 고성동3가 48-1,대구
성심당 대전역점,cafe,4.1,2098,https://place.map.kakao.com/21537026,대전 동구 중앙로 215 2층(지번) 정동 1-1,대전
오씨칼국수,restaurant,4.0,1732,https://place.map.kakao.com/16302660,대전 동구 옛신탄진로 13 1층(지번) 삼성동 304-36,대전
정식당,restaurant,4.0,146,https://place.map.kakao.com/9937270,대전 중구 중앙로130번길 37-13 1층(지번) 대흥동 216-7,대전
불타는쪽갈비,restaurant,4.6,2305,https://place.map.kakao.com/19738455,대전 서구 둔지로 34 갤러리타워 1층 110호(지번) 둔산동 982,대전
성심당 본점,cafe,4.6,5941,https://place.map.kakao.com/17733090,대전 중구 대종로480번길 15 1-2층(지번) 은행동 145-1,대전
워낭명가 유성본점,restaurant,3.6,140,https://place.map.kakao.com/2111618635,대전 유성구 계룡로105번길 10 1-2층(지번) 봉명동 550-8,대전
뼈구이 농민뜨끈이,restaurant,3.8,285,https://place.map.kakao.com/1405265808,대전 중구 대흥로 161 1층(지번) 대흥동 119-3,대전
불이아 대전봉명점,restaurant,4.1,111,https://place.map.kakao.com/902809637,대전 유성구 온천북로13번길 40 채운타운 1층(지번) 봉명동 619-1,대전
성심당 DCC점,cafe,4.4,3545,https://place.map.kakao.com/1148545656,대전 유성구 엑스포로 107 1층(지번) 도룡동 4-19,대전
손이가어죽칼국수,restaurant,4.3,292,https://place.map.kakao.com/23346501,대전 중구 중앙로121번길 48(지번) 선화동 20,대전
갑부본가 성남점,restaurant,3.6,105,https://place.map.kakao.com/1248290386,대전 동구 동서대로 1614 1층(지번) 성남동 506-4,대전
메밀고개 시골막국수 직영점,restaurant,4.2,358,https://place.map.kakao.com/1703079893,대전 동구 판교3길 3 1층(지번) 판암동 498-14,대전
원조태평소국밥 둔산점,restaurant,3.8,173,https://place.map.kakao.com/2069365489,대전 서구 둔산로31번길 52 1층(지번) 둔산동 1005,대전
만나 대흥본점,restaurant,4.4,489,https://place.map.kakao.com/8331536,대전 중구 대흥로 138 1층(지번) 대흥동 442,대전
원조태평소국밥 본관,restaurant,4.3,259,https://place.map.kakao.com/200882001,대전 유성구 온천동로65번길 50 1층(지번) 봉명동 682-2,대전
누리손만두,restaurant,4.7,75,https://place.map.kakao.com/19489147,대전 중구 중앙로121번길 36 1층(지번) 선화동 23-2,대전
한영식당,restaurant,3.7,349,https://place.map.kakao.com/9589060,대전 중구 계룡로874번길 6 1층(지번) 오류동 149-25,대전
시민칼국수,restaurant,3.7,844,https://place.map.kakao.com/1784443072,대전 중구 대흥로10번길 5 1층(지번) 문화동 1-166,대전
청송한우타운,restaurant,4.3,2184,https://place.map.kakao.com/14734613,"대전 유성구 노은동로79번길 71 로얄빌딩 1,2, 4층(지번) 노은동 550-3",대전
김화칼국수,restaurant,4.3,903,https://place.map.kakao.com/12512189,대전 동구 중앙로203번길 28 1층(지번) 중동 22-3,대전
봉봉원중국집,restaurant,4.0,13,https://place.map.kakao.com/9044761,대전 중구 목척3길 42(지번) 은행동 114-25,대전
우두령,restaurant,3.6,558,https://place.map.kakao.com/8025197,대전 서구 둔산중로64번길 33 태성빌딩 2층(지번) 둔산동 1472,대전
컨사이스,cafe,4.8,389,https://place.map.kakao.com/86431965,대전 서구 둔산남로180번길 31 1층(지번) 탄방동 1247,대전
토미야,restaurant,4.5,600,https://place.map.kakao.com/1532158905,대전 서구 청사서로 14 1층(지번) 월평동 294,대전
메밀고개 시골막국수 직영점,restaurant,4.2,358,https://place.map.kakao.com/1703079893,대전 동구 판교3길 3 1층(지번) 판암동 498-14,대전
원조태평소국밥 둔산점,restaurant,3.8,173,https://place.map.kakao.com/2069365489,대전 서구 둔산로31번길 52 1층(지번) 둔산동 1005,대전
만나 대흥본점,restaurant,4.4,489,https://place.map.kakao.com/8331536,대전 중구 대흥로 138 1층(지번) 대흥동 442,대전
원조태평소국밥 본관,restaurant,4.3,259,https://place.map.kakao.com/200882001,대전 유성구 온천동로65번길 50 1층(지번) 봉명동 682-2,대전
누리손만두,restaurant,4.7,75,https://place.map.kakao.com/19489147,대전 중구 중앙로121번길 36 1층(지번) 선화동 23-2,대전
한영식당,restaurant,3.7,349,https://place.map.kakao.com/9589060,대전 중구 계룡로874번길 6 1층(지번) 오류동 149-25,대전
시민칼국수,restaurant,3.7,844,https://place.map.kakao.com/1784443072,대전 중구 대흥로10번길 5 1층(지번) 문화동 1-166,대전
청송한우타운,restaurant,4.3,2184,https://place.map.kakao.com/14734613,"대전 유성구 노은동로79번길 71 로얄빌딩 1,2, 4층(지번) 노은동 550-3",대전
김화칼국수,restaurant,4.3,903,https://place.map.kakao.com/12512189,대전 동구 중앙로203번길 28 1층(지번) 중동 22-3,대전
봉봉원중국집,restaurant,4.0,13,https://place.map.kakao.com/9044761,대전 중구 목척3길 42(지번) 은행동 114-25,대전
우두령,restaurant,3.6,558,https://place.map.kakao.com/8025197,대전 서구 둔산중로64번길 33 태성빌딩 2층(지번) 둔산동 1472,대전
컨사이스,cafe,4.8,389,https://place.map.kakao.com/86431965,대전 서구 둔산남로180번길 31 1층(지번) 탄방동 1247,대전
토미야,restaurant,4.5,600,https://place.map.kakao.com/1532158905,대전 서구 청사서로 14 1층(지번) 월평동 294,대전
만수민물장어,restaurant,3.5,140,https://place.map.kakao.com/26436321,대전 중구 보문산로 331 3층 만수민물장어(지번) 문화동 27-5,대전
부잣집곰탕,restaurant,3.5,48,https://place.map.kakao.com/11297533,"대전 중구 대흥로 131 1,2층(지번) 대흥동 436",대전
숯골원냉면 본점,restaurant,3.9,529,https://place.map.kakao.com/11892114,대전 유성구 신성로84번길 18(지번) 신성동 136-3,대전
강변산닭,restaurant,4.7,44,https://place.map.kakao.com/16271834,대전 중구 보문로260번길 8 1층(지번) 대흥동 469-2,대전
오백돈 대전본점,restaurant,4.0,407,https://place.map.kakao.com/936014706,"대전 서구 둔산남로105번길 18 1, 2층(지번) 둔산동 1492",대전
왕짬뽕순두부 1호점,restaurant,3.6,180,https://place.map.kakao.com/26920811,대전 대덕구 비래서로 25 1층(지번) 비래동 125-12,대전
내집,restaurant,3.9,92,https://place.map.kakao.com/8248612,대전 중구 대흥로121번길 42(지번) 대흥동 409-7,대전
베이크오프,cafe,4.4,186,https://place.map.kakao.com/63354372,대전 서구 관저동로 37-8 1층(지번) 관저동 1384,대전
감자바위골식당,restaurant,3.6,501,https://place.map.kakao.com/11041849,대전 중구 문창로6번길 41 1층(지번) 문창동 366-12,대전
하레하레,cafe,4.3,527,https://place.map.kakao.com/10093756,"대전 서구 둔산로 155 크로바아파트 제상가동 1,2층(지번) 둔산동 1509",대전
베스타뷔페,restaurant,4.0,175,https://place.map.kakao.com/18785742,대전 서구 만년로 70 10-11층(지번) 만년동 339,대전
도군함박,restaurant,3.7,130,https://place.map.kakao.com/1804117403,대전 서구 둔산남로9번길 51(지번) 둔산동 1195,대전
카페희스밀,cafe,3.5,277,https://place.map.kakao.com/26420912,대전 유성구 죽동로279번길 80 1층(지번) 죽동 728-2,대전
장수촌누룽지삼계탕,restaurant,4.7,92,https://place.map.kakao.com/236224784,대전 중구 동서대로1322번길 36 1층(지번) 용두동 112-9,대전
개성칼국수,restaurant,4.0,301,https://place.map.kakao.com/18475069,대전 서구 괴정로 122-1 1층(지번) 괴정동 81-3,대전
관저 엄나무삼계탕,restaurant,4.1,26,https://place.map.kakao.com/16124877,대전 서구 관저동로105번길 23 1층(지번) 관저동 1202,대전
카페사나고,cafe,4.4,265,https://place.map.kakao.com/511435556,대전 중구 중교로 76 1층(지번) 대흥동 150-9,대전
솔코리안레스토랑,restaurant,4.1,46,https://place.map.kakao.com/11393985,대전 동구 우암로 128 솔브릿지국제대학 1층(지번) 삼성동 151-13,대전
성심당 케익부띠끄 본점,cafe,4.6,2294,https://place.map.kakao.com/1834095519,대전 중구 대종로 480 1층(지번) 은행동 153,대전
쪽방집 본관,restaurant,3.8,30,https://place.map.kakao.com/1366573295,대전 중구 보문로254번길 51 1층(지번) 대흥동 247-3,대전
남해아구찜,restaurant,4.3,37,https://place.map.kakao.com/10194065,대전 유성구 은구비서로23번길 29(지번) 지족동 910-20,대전
손의손 대흥직영점,restaurant,4.5,226,https://place.map.kakao.com/1601767015,대전 중구 보문로260번길 26(지번) 대흥동 476-3,대전
마이램,restaurant,4.5,16,https://place.map.kakao.com/1592158751,대전 서구 대덕대로 226 명동프라자 104호(지번) 둔산동 1362,대전
부뚜막두부마을,restaurant,4.5,44,https://place.map.kakao.com/1345428602,대전 서구 도솔로388번길 32 2층(지번) 괴정동 423-17,대전
별난집,restaurant,4.1,494,https://place.map.kakao.com/8365404,대전 동구 중앙로193번길 8 1층(지번) 중동 60-4,대전
꾸드뱅,cafe,3.9,649,https://place.map.kakao.com/27558110,대전 유성구 지족동로 146 계룡프라자 1-2층(지번) 지족동 1026-2,대전
누나돈가스,restaurant,4.1,142,https://place.map.kakao.com/27529189,대전 동구 대학로50번길 22-23 1층(지번) 용운동 670,대전
상무초밥 유성점,restaurant,3.6,387,https://place.map.kakao.com/2079493043,대전 유성구 대학로 44 1층 106~110호(지번) 봉명동 617-1,대전
팍스,cafe,4.7,50,https://place.map.kakao.com/1375616330,대전 중구 태평로14번길 21-12(지번) 유천동 325-16,대전
형과아우누룽지삼계탕&왕갈비탕 대전체인본점직영점,restaurant,3.8,439,https://place.map.kakao.com/841904557,대전 유성구 온천로 59 1층 115호(지번) 봉명동 538-8,대전
진원소우 대전봉명점,restaurant,3.8,257,https://place.map.kakao.com/2140355603,"대전 유성구 문화원로 93 2층 201,202호(지번) 봉명동 611-11",대전
조선보리밥,restaurant,3.9,78,https://place.map.kakao.com/738038679,대전 동구 대전로 699(지번) 인동 54-5,대전
요우란,restaurant,4.2,377,https://place.map.kakao.com/778787000,대전 중구 선화서로 34 한국빌딩 1층(지번) 선화동 371-4,대전
김현정떡볶이 둔산점,restaurant,4.0,234,https://place.map.kakao.com/19018998,대전 서구 대덕대로233번길 20(지번) 둔산동 1018,대전
우리의오늘,restaurant,4.4,77,https://place.map.kakao.com/1020330382,대전 중구 오류로74번길 40 1층(지번) 오류동 186-5,대전
대흥동커피,cafe,4.3,238,https://place.map.kakao.com/1031817760,대전 중구 중앙로130번길 37-6 2층(지번) 대흥동 223-1,대전
왕순대,restaurant,4.1,31,https://place.map.kakao.com/8452804,대전 중구 목척7길 14 1층(지번) 은행동 114-38,대전
금회세꼬시,restaurant,4.0,35,https://place.map.kakao.com/990185307,대전 유성구 문화원로 135 1층(지번) 봉명동 662-4,대전
계탄집 오류점,restaurant,4.1,146,https://place.map.kakao.com/1539416463,대전 중구 계룡로874번길 109(지번) 오류동 167-13,대전
홍식이돈까스 도마점,restaurant,4.2,144,https://place.map.kakao.com/24173038,대전 서구 도마5길 58 1층(지번) 도마동 133-16,대전
테라스키친,restaurant,4.0,639,https://place.map.kakao.com/8622628,대전 중구 대종로480번길 15 2층(지번) 은행동 145-1,대전
곧망할집,restaurant,3.8,44,https://place.map.kakao.com/8752656,대전 중구 대종로452번길 28 1층(지번) 대흥동 121-8,대전
다향인방,cafe,4.0,90,https://place.map.kakao.com/10257607,대전 서구 둔산중로72번길 32 아크로프라자 3층(지번) 둔산동 1476,대전
어반더쉐프,restaurant,3.9,202,https://place.map.kakao.com/27512626,대전 동구 동서대로1695번길 4 에이치타워 2층(지번) 용전동 68-21,대전
프랭크커핀바,cafe,4.5,354,https://place.map.kakao.com/110971114,대전 서구 둔산로31번길 69 1층(지번) 둔산동 999,대전
징기스 유성점,restaurant,4.0,77,https://place.map.kakao.com/742362757,대전 유성구 문화원로 118 1층(지번) 봉명동 641-8,대전
시골막국수,restaurant,4.8,37,https://place.map.kakao.com/1103350314,대전 서구 구봉산북로7번길 32-14 1층(지번) 관저동 1945-5,대전
양푼왕갈비,restaurant,4.5,78,https://place.map.kakao.com/1096437346,대전 서구 도산로369번길 51(지번) 괴정동 426-11,대전
옛정식당,restaurant,3.9,164,https://place.map.kakao.com/8492590,대전 유성구 월드컵대로 286 1층(지번) 상대동 444-1,대전
백조한우마을 갈마직영점,restaurant,3.6,62,https://place.map.kakao.com/21828879,"대전 서구 신갈마로 172 1,2층(지번) 갈마동 338-7",대전
회천국,restaurant,4.8,5,https://place.map.kakao.com/8656917,대전 중구 중앙로170번길 49(지번) 은행동 66-25,대전
원조강경옥,restaurant,4.1,24,https://place.map.kakao.com/9689229,대전 유성구 유성대로 580-5(지번) 상대동 534,대전
안도르,cafe,4.3,113,https://place.map.kakao.com/20245776,대전 중구 목척4길 4 1층(지번) 은행동 21,대전
굽돌이삼겹살,restaurant,4.7,347,https://place.map.kakao.com/2109425180,대전 서구 대덕대로185번길 62 더하임 107~108호(지번) 둔산동 1088-1,대전
통일면옥,restaurant,4.5,198,https://place.map.kakao.com/9524501,대전 대덕구 한밭대로1117번길 17 1층(지번) 중리동 406-13,대전
서울북어,restaurant,4.3,38,https://place.map.kakao.com/9819500,대전 중구 목중로20번길 54(지번) 중촌동 401-15,대전
마시내탕수육,restaurant,3.7,56,https://place.map.kakao.com/8958524,대전 유성구 문화원로14번길 14(지번) 장대동 355-15,대전
군산복집 대전본점,restaurant,4.7,10,https://place.map.kakao.com/10141142,대전 중구 중앙로121번길 20 1층(지번) 선화동 41,대전
스모프치킨 대전본점,restaurant,3.8,376,https://place.map.kakao.com/26605800,"대전 동구 대전로791번길 31 1, 2층(지번) 중동 81-4",대전
고향콩나물집,restaurant,4.1,23,https://place.map.kakao.com/25046661,대전 중구 보문로 305 1층(지번) 선화동 354,대전
소플러스 서대전점,restaurant,4.5,154,https://place.map.kakao.com/1210627126,대전 서구 도안대로 83 1층(지번) 관저동 567-2,대전
착한낙지 대전홍도점,restaurant,3.9,276,https://place.map.kakao.com/17687899,대전 동구 동서대로 1609-2(지번) 홍도동 13-11,대전
조선보리밥 구암점,restaurant,3.6,163,https://place.map.kakao.com/1703043344,대전 유성구 유성대로 613-9(지번) 구암동 236,대전
썸데이작은화로직영점,restaurant,3.7,57,https://place.map.kakao.com/1432270615,대전 유성구 문화원로 105 3-4층(지번) 봉명동 640-1,대전
옥천옥 봉명동본점,restaurant,4.1,14,https://place.map.kakao.com/906973709,대전 유성구 계룡로60번길 31 1층(지번) 봉명동 464-17,대전
대손관 본점,restaurant,3.5,130,https://place.map.kakao.com/1244684601,대전 유성구 한밭대로492번길 20 B동 1-2층(지번) 봉명동 665-3,대전
흑돈가 대전직영점,restaurant,3.6,673,https://place.map.kakao.com/18386265,대전 서구 만년로67번길 34-11 2층(지번) 만년동 312,대전
대전막장집,restaurant,3.6,134,https://place.map.kakao.com/316976275,대전 중구 선화서로 48-1 1층(지번) 선화동 367-17,대전
몽심,cafe,4.5,368,https://place.map.kakao.com/843666963,대전 대덕구 한남로38번길 28 한남빌 1층(지번) 오정동 175-45,대전
라끄블루,cafe,3.7,177,https://place.map.kakao.com/1518016055,대전 동구 회남로275번길 161(지번) 신하동 67,대전
왕관식당,restaurant,3.5,228,https://place.map.kakao.com/8013624,대전 동구 선화로196번길 6 1층(지번) 중동 3-30,대전
동은성,restaurant,4.7,515,https://place.map.kakao.com/8944672,대전 중구 대종로 532-1 1층(지번) 은행동 23-2,대전
다정식당,restaurant,3.5,111,https://place.map.kakao.com/8218413,"대전 중구 보문산공원로 496 1층, 2층(지번) 대사동 198-138",대전
성심당 케익부띠끄,cafe,5.0,5,https://place.map.kakao.com/1454564996,대전 서구 계룡로 598 롯데백화점 지하1층(지번) 괴정동 423-1,대전
솔밭묵집,restaurant,3.5,438,https://place.map.kakao.com/10550442,대전 유성구 관용로 51 1층(지번) 관평동 542-5,대전
LA농장 둔산점,restaurant,4.6,434,https://place.map.kakao.com/26962321,대전 서구 둔산로137번길 17 1층(지번) 둔산동 1460,대전
오한순손수제비 죽동점,restaurant,3.7,38,https://place.map.kakao.com/1308797257,대전 유성구 죽동로279번길 89 1층(지번) 죽동 720-5,대전
송림식당,restaurant,4.6,151,https://place.map.kakao.com/21239907,대전 동구 대전로 767-9 2층(지번) 원동 41-6,대전
미소본가스마일칼국수,restaurant,4.0,464,https://place.map.kakao.com/10542619,대전 중구 보문로230번길 82 1층(지번) 대흥동 440-1,대전
화로야 본점,restaurant,4.8,169,https://place.map.kakao.com/8625956,대전 서구 월평중로13번길 42 1층 101호(지번) 월평동 921,대전
오문창순대국밥,restaurant,3.6,1188,https://place.map.kakao.com/26975999,대전 대덕구 한밭대로 1153(지번) 중리동 203-2,대전
스타벅스 대전탄방역점,cafe,4.6,24,https://place.map.kakao.com/206163108,대전 서구 문정로2번길 95 1층(지번) 탄방동 673,대전
천구네,restaurant,4.3,125,https://place.map.kakao.com/505789178,대전 서구 대덕대로 189 모태클리닉타워 2층(지번) 둔산동 1046,대전
대선칼국수,restaurant,3.6,698,https://place.map.kakao.com/7825433,대전 서구 둔산중로40번길 28 오성빌딩 2층(지번) 둔산동 1440,대전
오리진,restaurant,4.5,205,https://place.map.kakao.com/407227265,대전 서구 문정로122번길 34 1층(지번) 탄방동 890,대전
황금새우나라,restaurant,5.0,26,https://place.map.kakao.com/1224668976,대전 서구 신갈마로167번길 6 1층(지번) 갈마동 337-16,대전
노랑물고기 본점,restaurant,4.0,43,https://place.map.kakao.com/17783434,대전 유성구 문화원로 51 1층(지번) 궁동 471-13,대전
철수네매운갈비찜,restaurant,3.5,403,https://place.map.kakao.com/8536307,대전 유성구 대학로 31 유성한진오피스텔 1층 116호(지번) 봉명동 535-5,대전
문선,restaurant,4.5,324,https://place.map.kakao.com/1525180770,대전 중구 보문로254번길 45(지번) 대흥동 246-6,대전
희락반점,restaurant,3.9,336,https://place.map.kakao.com/8670704,대전 중구 중앙로129번길 21(지번) 선화동 36,대전
커피1011,cafe,4.1,42,https://place.map.kakao.com/25589340,대전 유성구 신성로 56(지번) 신성동 208-1,대전
샤브20 대전둔산점,restaurant,4.4,42,https://place.map.kakao.com/1004270268,대전 서구 대덕대로233번길 28 2층(지번) 둔산동 1007,대전
금광한정식,restaurant,3.5,57,https://place.map.kakao.com/8237815,대전 중구 충무로 127 2-4층(지번) 대사동 64-18,대전
홀리데이세븐펍,restaurant,4.5,376,https://place.map.kakao.com/1597186217,대전 중구 목척7길 11 1~3층(지번) 은행동 7-13,대전
노마드 본점,restaurant,5.0,491,https://place.map.kakao.com/163538048,대전 유성구 온천로 60 1층(지번) 봉명동 549-1,대전
전주복집,restaurant,3.5,19,https://place.map.kakao.com/10730368,대전 유성구 온천로101번길 10 2층(지번) 봉명동 540-12,대전
황해식당,restaurant,3.6,25,https://place.map.kakao.com/10030513,대전 대덕구 신탄진로 61 1층(지번) 연축동 306-1,대전
떡반집 본점,restaurant,4.4,621,https://place.map.kakao.com/19833870,대전 서구 둔산로 8 밀레니엄프라자 1층 109호(지번) 둔산동 1091,대전
원미면옥,restaurant,3.5,274,https://place.map.kakao.com/12434404,대전 동구 옥천로 419(지번) 비룡동 557,대전
오씨칼국수 도룡점,restaurant,3.9,939,https://place.map.kakao.com/1611588363,대전 유성구 엑스포로151번길 19 1층(지번) 도룡동 4-9,대전
가연,restaurant,4.0,32,https://place.map.kakao.com/849186775,대전 서구 둔산중로58번길 25(지번) 둔산동 1463,대전
따봉시래기,restaurant,4.3,417,https://place.map.kakao.com/27287850,대전 유성구 계룡로113번길 75(지번) 봉명동 537-3,대전
부추해물칼국수,restaurant,3.6,93,https://place.map.kakao.com/9827074,대전 대덕구 신탄진로804번길 31(지번) 신탄진동 139-24,대전
훈참치,restaurant,4.0,38,https://place.map.kakao.com/17946725,대전 서구 한밭대로570번길 40-7 1층(지번) 월평동 499,대전
설천순대국밥 유성직영점,restaurant,3.9,112,https://place.map.kakao.com/338714620,대전 유성구 온천북로33번길 13 1층(지번) 봉명동 634-2,대전
모던차이,restaurant,3.7,91,https://place.map.kakao.com/1636514627,대전 유성구 문지로299번길 86-5 1층(지번) 문지동 652-2,대전
진주냉면 이설옥,restaurant,3.9,126,https://place.map.kakao.com/505598034,대전 중구 대전천서로 275-1 1층(지번) 문창동 366-1,대전
칼국수만드는사람들,restaurant,3.9,188,https://place.map.kakao.com/16221233,대전 서구 둔산중로78번길 20 명진빌딩 2층(지번) 둔산동 1396,대전
토종골옻닭마을,restaurant,4.5,14,https://place.map.kakao.com/16598628,대전 서구 갈마역로 3 1층(지번) 갈마동 905,대전
스타벅스 대전둔산점,cafe,4.4,33,https://place.map.kakao.com/25540419,대전 서구 대덕대로 189 모태클리닉타워 1층(지번) 둔산동 1046,대전
벌집녹두삼계탕,restaurant,4.1,24,https://place.map.kakao.com/10391801,대전 중구 계백로 1705-17 1층(지번) 오류동 159-4,대전
신가네파전,restaurant,3.5,56,https://place.map.kakao.com/20110095,대전 중구 보문로254번길 47 1층(지번) 대흥동 246-5,대전
커피인터뷰 궁동점,cafe,3.7,282,https://place.map.kakao.com/1429359605,대전 유성구 한밭대로371번길 25-3 1층(지번) 궁동 244-4,대전
어두리,restaurant,3.7,100,https://place.map.kakao.com/13578680,대전 중구 계룡로882번길 108 1층(지번) 오류동 167-8,대전
백송한우 대전,restaurant,4.8,1450,https://place.map.kakao.com/55677444,대전 유성구 월드컵대로275번길 49 1층(지번) 구암동 623-6,대전
수통골장수오리,restaurant,3.6,95,https://place.map.kakao.com/23151613,"대전 유성구 수통골로 89 1,2층(지번) 덕명동 174-6",대전
보문산호랭이,restaurant,3.5,377,https://place.map.kakao.com/1470451747,대전 중구 중교로 84-1 1-2층(지번) 대흥동 147-4,대전
또또찹쌀도나스,cafe,4.6,40,https://place.map.kakao.com/24245336,대전 유성구 계룡로 41-5(지번) 봉명동 561-18,대전
하얀책상,cafe,4.0,27,https://place.map.kakao.com/26327794,대전 중구 대흥로165번길 25(지번) 대흥동 129-1,대전
도화지,restaurant,4.6,127,https://place.map.kakao.com/434124068,대전 서구 신갈마로 232 1층 101호(지번) 갈마동 262-7,대전
황재코다리냉면,restaurant,4.4,69,https://place.map.kakao.com/17628029,대전 서구 한밭대로707번길 19 2층(지번) 월평동 286-1,대전
친친양꼬치,restaurant,4.3,119,https://place.map.kakao.com/21438429,대전 동구 대전로815번길 32 1층(지번) 정동 13-7,대전
중국성,restaurant,4.4,68,https://place.map.kakao.com/9421463,대전 동구 대전로815번길 66(지번) 정동 8-5,대전
더치나인,cafe,3.9,21,https://place.map.kakao.com/25460208,대전 동구 합내로 75(지번) 가양동 451-26,대전
모모제인,cafe,4.2,64,https://place.map.kakao.com/13725494,대전 중구 대흥로121번길 30-8(지번) 대흥동 412-1,대전
작은화로,restaurant,4.1,124,https://place.map.kakao.com/1991194087,대전 유성구 온천북로 49 2층(지번) 봉명동 656-9,대전
일품참치,restaurant,4.4,12,https://place.map.kakao.com/11166181,대전 중구 보문로262번길 44 1층(지번) 대흥동 212-2,대전
달빛참치 대전유성점,restaurant,3.8,41,https://place.map.kakao.com/26343759,대전 유성구 온천로 26(지번) 봉명동 445-4,대전
원미면옥,restaurant,3.7,73,https://place.map.kakao.com/19163873,대전 동구 옻밭5길 140 1층(지번) 판암동 575-8,대전
형과아우 누룽지삼계탕&왕갈비탕 유성점,restaurant,3.6,25,https://place.map.kakao.com/767597209,대전 유성구 대덕대로590번길 12-7 1층(지번) 도룡동 395-7,대전
좋다,cafe,4.5,172,https://place.map.kakao.com/1115137708,대전 서구 갈마역로25번길 73 1층(지번) 갈마동 266-85,대전
라차우,restaurant,4.1,29,https://place.map.kakao.com/24123060,대전 유성구 노은서로76번길 51(지번) 노은동 516-12,대전
황재코다리냉면,restaurant,4.4,69,https://place.map.kakao.com/17628029,대전 서구 한밭대로707번길 19 2층(지번) 월평동 286-1,대전
친친양꼬치,restaurant,4.3,119,https://place.map.kakao.com/21438429,대전 동구 대전로815번길 32 1층(지번) 정동 13-7,대전
중국성,restaurant,4.4,68,https://place.map.kakao.com/9421463,대전 동구 대전로815번길 66(지번) 정동 8-5,대전
더치나인,cafe,3.9,21,https://place.map.kakao.com/25460208,대전 동구 합내로 75(지번) 가양동 451-26,대전
모모제인,cafe,4.2,64,https://place.map.kakao.com/13725494,대전 중구 대흥로121번길 30-8(지번) 대흥동 412-1,대전
작은화로,restaurant,4.1,124,https://place.map.kakao.com/1991194087,대전 유성구 온천북로 49 2층(지번) 봉명동 656-9,대전
